,female_violence_fraction,female_violence_counts,prostitution_fraction,prostitution_counts,avg_commute,male_epop,female_epop,female_violence_share,violence_per_capita,female_violence_share,relative_sex_crime,swnftemp,swnauthemp,rate
138,0.058903107266548495,18113.0,0.0001756069007008015,54.0,28.384754308944387,0.47475203133006394,0.4036248259697429,0.5139168676408006,0.012826055470278994,0.5139168676408006,0.007793136559696799,66464.0,69104.0,0.39055973266499583
139,,,,,28.454331901971653,0.5133383660624121,0.45124591259717806,,,,0.005527137689371103,1272.0,1344.0,0.3669950738916256
140,0.11516163443254024,4966.0,0.0,0.0,26.39944032022996,0.5347972825244378,0.49421869592238477,0.6079079446688702,0.022296948738034755,0.6079079446688702,,,,0.5
141,0.10049766053750396,26333.0,0.0004885011411081343,128.0,27.48957978108182,0.5180888539933229,0.44693475135802185,0.5786073696468987,0.02958843014429812,0.5786073696468987,0.00881411717735317,6765.0,7194.0,0.4958852078497573
142,0.16129749545516,161037.0,0.0026472753496897504,2643.0,27.1745005400862,0.5096345598868376,0.46699261514231916,0.592649158705157,0.2496400888224955,0.592649158705157,0.010530274539300487,2351.0,2390.0,0.5819672131147541
143,0.0405322360862479,3034.0,0.00028054612979934267,21.0,23.539820716099264,0.48951586816662496,0.35515206868207067,0.49868507560815223,0.023127188130780386,0.49868507560815223,0.011976746472779578,240.0,252.0,0.46308724832214765
144,0.08195508586525767,1551.0,0.0,0.0,22.285034686203314,0.39590470668845174,0.40435564692277964,0.5704303052592864,0.02558047642343731,0.5704303052592864,0.005133933772831709,329.0,333.0,0.6098901098901099
145,,,,,25.555604131691865,0.48616653638869456,0.4503872093379183,,,,,,,0.4
146,,,,,27.015071687029735,0.5227818170689672,0.46536968562529746,,,,0.005903897066002281,3048.0,3231.0,0.44036697247706424
147,,,,,26.780037209909572,0.4990788096747092,0.46936654302034,,,,,,,0.13829787234042554
148,,,,,21.19455450328565,0.37089090312432804,0.36087090118958765,,,,,,,0.3320754716981132
149,,,,,23.418105538723104,0.4912486752581807,0.457357890454529,,,,0.00428388966416533,798.0,823.0,0.34278668310727495
150,0.1496413303383814,10326.0,0.0002173755524961959,15.0,26.57395513247912,0.5092599444336056,0.4688518377580152,0.6212622585885332,0.020254642323562447,0.6212622585885332,0.004631458986886403,4129.0,1002294.0,0.2
151,,,,,33.57571919551938,0.44729395824284024,0.3543023328180387,,,,0.0060984311649687414,58476.0,11039358.0,0.4942363112391931
152,0.15197157411483553,9666.0,0.0026256210301238946,167.0,23.97057757677226,0.505759090512459,0.42507581785265425,0.5964825671089177,0.07435976267282163,0.5964825671089177,,,,0.3391304347826087
153,0.17515553835620515,58840.0,0.0010716518322269521,360.0,25.253643046525468,0.4778245539557322,0.4143928395880251,0.6208060772314826,0.4114858293970548,0.6208060772314826,,,,0.5
154,,,,,23.46173702562714,0.4361761228472534,0.4324681147867683,,,,,,,1.0
155,,,,,27.875455904542385,0.4579115442832348,0.40669550065893595,,,,0.006584119106854227,19986.0,21216.0,0.13033175355450238
156,,,,,22.632578010924245,,,,,,,,,1.0
157,0.15373765867418915,109.0,0.0,0.0,,0.4201998467732726,0.46059517701385344,0.6089385474860336,,0.6089385474860336,,,,0.37142857142857144
158,0.0782038834951457,4833.0,0.0004854368932038836,30.0,27.380816965403174,0.5069528704896081,0.46090325100174956,0.5310989010989007,0.0048385904707416785,0.5310989010989007,0.008185760151768987,3496.0,3624.0,0.41954022988505746
159,0.07511627906976738,8721.0,0.0002842377260981915,33.0,24.522321891527543,,,0.568476631249592,0.06081640905288783,0.568476631249592,0.005655890455759636,844.0,904.0,0.72
160,,,,,24.874994766527294,0.45058482713049874,0.38797248973009035,,,,0.007963062657207504,586.0,643.0,0.375
161,0.08276042884050072,66920.0,0.0008285936539619767,670.0,24.80577774878887,0.5334829133586468,0.4353261746105849,0.5320231507981935,0.1875086648072424,0.5320231507981935,0.013178924840104576,3638.0,3690.0,0.23943661971830985
162,0.0625,7.0,0.0,0.0,27.332947757055233,0.5003555370897944,0.42671463884137495,0.2916666666666665,1.735607654319024e-05,0.2916666666666665,0.006362505320681837,3468.0,3881.0,0.23346303501945526
163,,,,,26.806248568104674,0.5096629663683633,0.4286291542065047,,,,0.009701915711688606,25150.0,27575.0,0.3757396449704142
164,,,,,32.746535416307616,0.543720252819913,0.46463948136914224,,,,0.006226773656246174,58040.0,59744.0,0.4522343281225328
165,,,,,27.878764913823186,0.5454527933804304,0.4361050803065648,,,,0.009284202253220339,7173.0,7422.0,0.5356576862123613
166,,,,,22.769914957390025,0.48099171225980053,0.44977943671530374,,,,,,,0.2
167,,,,,28.171888535332307,0.5328636912666082,0.46330550029213635,,,,,,,0.4603174603174603
168,,,,,27.71674541980017,0.5081271387207164,0.4546928782085423,,,,0.016599375752146293,595.0,611.0,0.07692307692307693
169,,,,,25.470208419545322,,,,,,0.0033806120558391157,791.0,884.0,0.4351378958120531
170,,,,,23.49848812711141,0.4811435998469943,0.423505603625717,,,,,,,0.2675
171,0.06809809066534235,57044.0,0.0016342873241857812,1369.0,30.62006902521214,0.5497440375278488,0.465249856404365,0.532151686179393,0.04485970435573729,0.532151686179393,0.005905078313122439,19990.0,20650.0,0.4387838948233361
172,0.14452516865594173,11140.0,0.005708354955889979,440.0,,0.48049657756035424,0.41166139956918,0.601836844948676,,0.601836844948676,0.01097697262286329,1523.0,1636.0,0.22972972972972974
173,0.11261349023886522,2890.0,0.0012469313798075048,32.0,20.064715618171732,,,0.6244598098530681,0.030419550542595923,0.6244598098530681,0.025259222368926627,299.0,301.0,1.0
174,0.10645624103299858,371.0,0.0,0.0,,,,0.5361271676300573,,0.5361271676300573,0.010618380207135389,383.0,379.0,0.275
175,0.1470874975887722,28213.0,0.0012772990078775467,245.0,,0.4810063716762074,0.4564123558854224,0.5713793871640646,,0.5713793871640646,0.004880744440165965,911.0,958.0,0.6206896551724138
176,,,,,23.670465448553497,0.494840046495174,0.454862713145572,,,,0.008675404174334085,542.0,555.0,0.30823117338003503
177,,,,,31.376870004509122,0.4419799438245328,0.3536097735277598,,,,0.005859445183025281,559.0,579.0,0.4016393442622951
178,,,,,22.835674322427163,0.4896192286467592,0.4463920444696118,,,,0.012246664382649076,883.0,1000661.0,0.2601626016260163
179,,,,,24.16411991670748,,,,,,0.0123868365441462,2372.0,2384.0,0.3702770780856423
180,,,,,28.267633379692114,0.471106653716864,0.421290322145451,,,,0.007115716430613236,14778.0,15171.0,0.48719392063045314
181,,,,,23.832579025528613,,,,,,,,,0.32727272727272727
182,0.07433917889462649,8724.0,0.0,0.0,,0.4716693216535187,0.4420932295729113,0.47487888519949917,,0.47487888519949917,,747.0,766.0,0.40102389078498296
